startup,industry,funding_stage,amount_usd,description,year_found,founders,investors,funding_year,city,state,country
Fric Bergen,Consumer Goods,Scaling,3000000.0,Fric Bergen is a leader in the specialty food industry.,2017.0,Not recorded,Not recorded,2018,Alwar,Rajasthan,India
Articbot,IT & Technology,Validation,17520.0,Articbot is a conversational AI platform for automated customer support and lead generation,2017.0,Not recorded,Not recorded,2018,Kannur,Kerala,India
BuildSupply,Online Retail,Scaling,3650000.0,India’s most advanced ERP system for the real estate,2017.0,Not recorded,Not recorded,2018,Gurugram,Haryana,India
Fusion Microfinance,Financial Services,Scaling,75920000.0,Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,2017.0,Not recorded,Not recorded,2018,NCT Delhi,National Capital Territory,India
Any time Doctor,IT & Technology,Validation,3000000.0,Anytime Doctor is a Software company.,2017.0,Not recorded,Not recorded,2018,Chennai,Tamil Nadu,India
Go Payments,IT & Technology,Scaling,3000000.0,Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
Guiddoo World,Media & Entertainment,Early Traction,800000.0,We build In-Destination Experiences!,2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
ION Energy,IT & Technology,Scaling,1041000.0,A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
UnoTag,IT & Technology,Validation,100000.0,SaaS to verify counterfeit,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
CivilCops,Business Services,Validation,100000.0,Gov-Tech,2017.0,Not recorded,Not recorded,2018,Gurugram,Haryana,India
Rockmetric,IT & Technology,Validation,3000000.0,"Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
Classworks India,Online Retail,Not classified,1460.0,"Saas, Web App, Mobile App, School Education",2017.0,Not recorded,Not recorded,2018,Chennai,Tamil Nadu,India
Snapmint,Financial Services,Early Traction,3000000.0,"Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
artbandhu,Media & Entertainment,Validation,15000.0,Ai platform for Art and Creative Community,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Survaider,Business Services,Early Traction,500000.0,Stethoscope for customer feedback !,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Credy,Financial Services,Early Traction,1400000.0,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
iChamp,Online Retail,Early Traction,5000000.0,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,2017.0,Not recorded,Not recorded,2018,Gurugram,Haryana,India
Qandle,IT & Technology,Early Traction,1200000.0,A cloud-based HR management and employee engagement platform.,2017.0,Not recorded,Not recorded,2018,Gurugram,Haryana,India
Avishkaar Box,Consumer Goods,Early Traction,730000.0,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",2017.0,Not recorded,Not recorded,2018,NCT Delhi,National Capital Territory,India
Gegadyne Energy,Manufacturing,Validation,3000000.0,A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
HyperXchange,Online Retail,Scaling,1000000.0,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,2017.0,Not recorded,Not recorded,2018,Pune,Maharashtra,India
Deftouch,IT & Technology,Early Traction,3000000.0,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Doodhwala,Transportation & Logistics,Early Traction,2200000.0,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
DronaHQ,IT & Technology,Validation,500000.0,DronaHQ is an enterprise mobile engagement platform.,2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
FastFox,Online Retail,Scaling,1460000.0,FastFox: Market Network for Home Rentals (India),2017.0,Not recorded,Not recorded,2018,Gurugram,Haryana,India
BuyForexOnline,Travel & Tourism,Not classified,2000000.0,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Colive.in,Consumer Goods,Early Traction,1800000.0,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Agricxlab Private Limited,Business Services,Early Traction,500000.0,Online marketplace where farmers and traders can sell their produce to B2B buyers,2017.0,Not recorded,Not recorded,2018,Thane,Maharashtra,India
Corefactors,Business Services,Early Traction,3000000.0,"Corefactors is a leading campaign management, business communication and analytics company.",2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Fincash.com,Financial Services,Early Traction,150000.0,A startup in the personal finance space in India .,2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
Pandorum Technologies,IT & Technology,Scaling,3600000.0,Bengaluru based biotech startup.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Shirsa Labs,Online Retail,Early Traction,500000.0,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
PetSutra,Healthcare & Life Sciences,Early Traction,138700.0,Gurugram-based Online petcare platform.,2017.0,Not recorded,Not recorded,2018,Gurugram,Haryana,India
Awaaz De,IT & Technology,Validation,3000000.0,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,2017.0,Not recorded,Not recorded,2018,Ahmedabad,Gujarat,India
PinkBlue,Healthcare & Life Sciences,Early Traction,300000.0,PinkBlue.in - Super-efficient supply-chain for clinical supplies,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Eduvanz,Financial Services,Validation,500000.0,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
Rupeek,Financial Services,Scaling,6830000.0,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Backpacker Panda Holidays Private Limited,Travel & Tourism,Scaling,1400000.0,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,2017.0,Not recorded,Not recorded,2018,Pune,Maharashtra,India
Shape (School Health and Physical Education),Online Retail,Early Traction,200000.0,Physical education start up,2017.0,Not recorded,Not recorded,2018,Pune,Maharashtra,India
Placio,Healthcare & Life Sciences,Early Traction,2000000.0,Placio is a student housing and a complete broker-free platform.,2017.0,Not recorded,Not recorded,2018,Noida,Uttar Pradesh,India
Aviom India Housing Finance,Financial Services,Scaling,2190000.0,Delhi based housing finance company.,2017.0,Not recorded,Not recorded,2018,NCT Delhi,National Capital Territory,India
GenRobotic,Business Services,Early Traction,3000000.0,A Robotic Company.,2017.0,Not recorded,Not recorded,2018,Thiruvananthapuram,Kerala,India
HeyHolidays,Travel & Tourism,Early Traction,1000000.0,"HeyHolidays, a global player in online vacation rentals.",2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Pratilipi,Media & Entertainment,Scaling,4300000.0,Amazon's Kindle Direct Publishing for Indian Languages,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
SectorQube,Consumer Goods,Early Traction,3000000.0,SectorQube develops smart kitchen devices that make food automatically.,2017.0,Not recorded,Not recorded,2018,Kochi,Kerala,India
Food Memories,Consumer Goods,Early Traction,3000000.0,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,2017.0,Not recorded,Not recorded,2018,Ahmedabad,Gujarat,India
ZAMROO,IT & Technology,Early Traction,3000000.0,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,2017.0,Not recorded,Not recorded,2018,Not Recorded,Not Recorded,India
Silversparro Technologies Pvt. Ltd,IT & Technology,Early Traction,300000.0,Silversparro is a deep learning technology solution provider.,2017.0,Not recorded,Not recorded,2018,Gurugram,Haryana,India
Creator’s Gurukul,Business Services,Validation,3000000.0,A coworking space provider.,2017.0,Not recorded,Not recorded,2018,Gurugram,Haryana,India
Emflux Motors,Manufacturing,Early Traction,364846.0,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Tricog Health Services Pvt Ltd,Healthcare & Life Sciences,Scaling,4000000.0,Predictive Healthcare Analytics Company,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Scapic,IT & Technology,Early Traction,500000.0,Virtual/Augmented Reality Start Up .,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
6Degree,Consumer Goods,Early Traction,400000.0,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
Chrysalis (EZ Vidya),Online Retail,Early Traction,3000000.0,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,2017.0,Not recorded,Not recorded,2018,Chennai,Tamil Nadu,India
Ekincare,Healthcare & Life Sciences,Scaling,1500000.0,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,2017.0,Not recorded,Not recorded,2018,Hyderabad,Telangana,India
Streo,Media & Entertainment,Early Traction,3000000.0,"Live stream music from nightclubs, bars & festivals!",2017.0,Not recorded,Not recorded,2018,Gurugram,Haryana,India
Groww,Financial Services,Early Traction,120000.0,Groww offers a new way of investing money.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Cell Propulsion,Transportation & Logistics,Early Traction,102200.0,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Chezuba,IT & Technology,Validation,20440.0,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2017.0,Not recorded,Not recorded,2018,Hyderabad,Telangana,India
Ontrack Technologies Pvt. Ltd,Online Retail,Early Traction,3000000.0,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Wealthtrust,Financial Services,Early Traction,500000.0,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
Faclon Labs,IT & Technology,Early Traction,3000000.0,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,2017.0,Not recorded,Not recorded,2018,Mumbai,Maharashtra,India
Awign Enterprises,Business Services,Early Traction,730000.0,Operations and manpower outsourcing startup,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
CollPoll,Online Retail,Early Traction,3000000.0,World-class Enterprise System for Education.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Zyla Health,Healthcare & Life Sciences,Early Traction,3000000.0,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,2017.0,Not recorded,Not recorded,2018,NCT Delhi,National Capital Territory,India
Hubhopper,IT & Technology,Scaling,500000.0,Get your daily dose of interest as summaries from news and magazine stories .,2017.0,Not recorded,Not recorded,2018,NCT Delhi,National Capital Territory,India
Rubix108 Technologies,IT & Technology,Early Traction,1000000.0,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,2017.0,Not recorded,Not recorded,2018,Pune,Maharashtra,India
Workflexi,Business Services,Early Traction,146000.0,"Be Smart, Work on Contract,Be Smart, Hire on Contract",2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Streak,Financial Services,Early Traction,328500.0,Algorithmic trading platform.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
Kuants,Financial Services,Early Traction,73000.0,Algorithmic trading platform.,2017.0,Not recorded,Not recorded,2018,Gurugram,Haryana,India
NiYO Solutions,Financial Services,Scaling,13200000.0,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2017.0,Not recorded,Not recorded,2018,Bengaluru,Karnataka,India
